#Position (bp)	Coverage
1.401990455E8	0.0
1.404179355E8	0.0
1.406368255E8	0.0
1.408557155E8	0.0
1.410746055E8	0.0
1.412934955E8	0.0
1.415123855E8	0.0
1.417312755E8	0.0
1.419501655E8	0.0
1.421690555E8	0.0
1.423879455E8	0.0
1.426068355E8	0.0
1.428257255E8	0.0
1.430446155E8	0.0
1.432635055E8	0.0
1.434823955E8	0.0
1.437012855E8	0.0
1.439201755E8	0.0
1.441390655E8	0.0
1.443579555E8	0.0
1.445768455E8	0.0
1.447957355E8	0.0
1.450146255E8	0.0
1.452335155E8	0.0
1.454524055E8	0.0
1.456712955E8	0.0
1.458901855E8	0.0
1.461090755E8	0.0
1.463279655E8	0.0
1.465468555E8	0.0
1.467657455E8	0.0
1.469846355E8	0.0
1.472035255E8	0.0
1.474224155E8	0.0
1.476413055E8	0.0
1.478601955E8	0.0
1.480790855E8	0.0
1.482979755E8	0.0
1.485168655E8	0.0
1.487357555E8	0.0
1.489546455E8	0.0
1.491735355E8	0.0
1.493924255E8	0.0
1.496113155E8	0.0
1.498302055E8	0.0
1.500490955E8	0.0
1.502679855E8	0.0
1.504868755E8	0.0
1.507057655E8	0.0
1.509246555E8	0.0
1.511435455E8	0.0
1.513624355E8	0.0
1.515813255E8	0.0
1.518002155E8	0.0
1.520191055E8	0.0
1.522379955E8	0.0
1.524568855E8	0.0
1.526757755E8	0.0
1.528946655E8	0.003330439947005345
1.531135555E8	0.0
1.533324455E8	0.0
1.535513355E8	0.0
1.537702255E8	0.0
1.539891155E8	0.0
1.542080055E8	0.0
1.544268955E8	0.0
1.546457855E8	0.0
1.548646755E8	0.0
1.550835655E8	0.0
1.553024555E8	0.0
1.555213455E8	0.0
1.557402355E8	0.0
1.559591255E8	0.0
1.561780155E8	0.0
1.563969055E8	0.0
1.566157955E8	0.0
1.568346855E8	0.0
1.570535755E8	0.0
1.572724655E8	0.0
1.574913555E8	0.0
1.577102455E8	0.0
1.579291355E8	0.0
1.581480255E8	0.0
1.583669155E8	0.0
1.585858055E8	0.0
1.588046955E8	0.0
1.590235855E8	0.0
1.592424755E8	0.0
1.594613655E8	0.0
1.596802555E8	0.0
1.598991455E8	0.0
1.601180355E8	0.0
1.603369255E8	0.0
1.605558155E8	0.0
1.607747055E8	0.0
1.609935955E8	0.0
1.612124855E8	0.0
1.614313755E8	0.0
1.616502655E8	0.0
1.618691555E8	0.0
1.620880455E8	0.0
1.623069355E8	0.0
1.625258255E8	0.0
1.627447155E8	0.0
1.629636055E8	0.0
1.631824955E8	0.0
1.634013855E8	0.0
1.636202755E8	0.0
1.638391655E8	0.0
1.640580555E8	0.0
1.642769455E8	0.0
1.644778045E8	0.0
1.645872495E8	0.0
1.647147255E8	0.0
1.649336155E8	0.0
1.651525055E8	0.0
1.653713955E8	0.0
1.655902855E8	0.0
1.658091755E8	0.0
1.660280655E8	0.49264013888254377
1.662469555E8	0.0
1.664658455E8	0.0
1.666847355E8	0.0
1.669036255E8	0.0
1.671225155E8	0.0
1.673414055E8	0.0
1.675602955E8	0.0
1.677791855E8	0.0
1.679980755E8	0.0
1.682169655E8	0.0
1.684358555E8	0.0
1.686547455E8	0.0
1.688736355E8	0.0
1.690925255E8	0.0
1.693114155E8	0.0
1.695303055E8	0.0
1.697491955E8	0.0
1.699680855E8	0.0
1.701869755E8	0.0
1.704058655E8	0.0
1.706247555E8	0.0
1.708436455E8	0.0
1.710625355E8	0.0
1.712814255E8	0.0
1.715003155E8	0.0
1.717192055E8	0.0
1.719380955E8	0.0
1.721569855E8	0.0
1.723758755E8	0.0
1.725947655E8	0.0
1.728136555E8	0.0
1.730325455E8	0.0
1.732514355E8	0.0
1.734703255E8	0.0
1.736892155E8	0.0
1.739081055E8	0.0
1.741269955E8	0.0
1.743458855E8	0.0
1.745647755E8	0.0
1.747836655E8	0.0
1.750025555E8	0.0
1.752214455E8	0.0
1.754403355E8	0.0
1.756592255E8	0.0
1.758781155E8	0.0
1.760970055E8	0.0
1.763158955E8	0.0
1.765347855E8	0.0
1.767536755E8	0.0
1.769725655E8	0.0
1.771914555E8	0.0
1.774103455E8	0.0
1.776292355E8	0.0
1.778481255E8	0.0
1.780670155E8	0.0
1.782859055E8	0.0
1.785047955E8	0.0
1.787236855E8	0.0
1.789425755E8	0.0
1.791614655E8	0.0
1.793803555E8	0.0
1.795992455E8	0.0
1.798181355E8	0.0
1.800370255E8	0.0
1.802559155E8	0.0
1.804748055E8	0.0
1.806936955E8	0.0
1.809125855E8	0.0
1.811314755E8	0.0
1.813503655E8	0.0
1.815692555E8	0.0
1.817881455E8	0.0
1.820070355E8	0.0
1.822259255E8	0.0
1.824448155E8	0.0
1.826637055E8	0.0
1.828825955E8	0.0
1.831014855E8	0.0
1.833203755E8	0.0
1.835392655E8	0.0
1.837581555E8	0.0
1.839770455E8	0.0
1.841959355E8	0.0
1.844148255E8	0.0
1.846337155E8	0.0
1.848526055E8	0.0
1.850714955E8	0.0
1.852903855E8	0.0
1.855092755E8	0.0
1.857281655E8	0.0
1.859470555E8	0.0
1.861659455E8	0.0
1.863848355E8	0.0
1.866037255E8	0.0
1.868226155E8	0.0
1.870415055E8	0.0
1.872603955E8	0.0
1.874792855E8	0.0
1.876981755E8	0.0
1.879170655E8	0.0
1.881359555E8	0.0
1.883548455E8	0.0
1.885737355E8	0.0
1.887926255E8	0.0
1.890115155E8	0.0
1.892304055E8	0.0
1.894492955E8	0.0
1.896681855E8	0.0
1.898870755E8	0.0
1.901059655E8	0.0
1.903248555E8	0.0
1.905437455E8	0.0
1.907626355E8	0.0
1.909815255E8	0.0
1.912004155E8	0.0
1.914193055E8	0.0
1.916381955E8	0.0
1.918570855E8	0.0
1.920759755E8	0.0
1.922948655E8	0.0
1.925137555E8	0.0
1.927326455E8	0.0
1.929515355E8	0.0
1.931704255E8	0.0
1.933893155E8	0.0
1.936082055E8	0.0
1.938270955E8	0.0
1.940459855E8	0.0
1.942648755E8	0.0
1.944837655E8	0.0
1.947026555E8	0.0
1.949215455E8	0.0
1.951404355E8	0.0
1.953593255E8	0.0
1.955782155E8	0.0
1.957971055E8	0.0
1.960159955E8	0.0
1.962348855E8	0.0
1.964537755E8	0.0
1.966726655E8	0.0
1.968915555E8	0.0
1.971104455E8	0.0
1.973293355E8	0.0
1.975482255E8	0.0
1.977671155E8	0.0
1.979860055E8	0.0
1.982048955E8	0.0
1.984237855E8	0.0
1.986426755E8	0.0
1.988615655E8	0.0
1.990804555E8	0.0
1.992993455E8	0.0
1.995182355E8	0.0
1.997371255E8	0.0
1.999560155E8	0.0
2.001749055E8	0.0
2.003937955E8	0.0
2.006126855E8	0.0
2.008315755E8	0.0
2.010504655E8	0.0
2.012693555E8	0.0
2.014882455E8	0.0
2.017071355E8	0.0
2.019260255E8	0.0
2.021449155E8	0.0
2.023638055E8	0.0
2.025826955E8	0.0
2.028015855E8	0.0
2.030204755E8	0.0
2.032393655E8	0.0
2.034582555E8	0.0
2.036771455E8	0.0
2.038960355E8	0.0
2.041149255E8	0.0
2.043338155E8	0.0
2.045527055E8	0.0
2.047715955E8	0.0
2.049904855E8	0.0
2.052093755E8	0.0
2.054282655E8	0.0
2.056471555E8	0.0
2.058660455E8	0.0
2.060849355E8	0.0
2.063038255E8	0.0
2.065227155E8	0.0
2.067416055E8	0.0
2.069604955E8	0.0
2.071793855E8	0.0
2.073982755E8	0.0
2.076171655E8	0.0
2.078360555E8	0.0
2.080549455E8	0.0
2.082738355E8	0.0
2.084927255E8	0.0
2.087116155E8	0.0
2.089305055E8	0.0
2.091493955E8	0.0
2.093682855E8	0.0
2.095871755E8	0.0
2.098060655E8	0.0
2.100249555E8	0.0
2.102438455E8	0.0
2.104627355E8	0.0
2.106816255E8	0.0
2.109005155E8	0.0
2.111194055E8	0.0
2.113382955E8	0.0
2.115571855E8	0.0
2.117760755E8	0.0
2.119949655E8	0.0
2.122138555E8	0.0
2.124327455E8	0.0
2.126516355E8	0.0
2.128705255E8	0.0
2.130894155E8	0.0
2.133083055E8	0.0
2.135271955E8	0.0
2.137460855E8	0.0
2.139649755E8	0.0
2.141838655E8	0.0
2.144027555E8	0.0
2.146216455E8	0.0
2.148405355E8	0.0
2.150594255E8	0.0
2.151873385E8	0.0
2.152967835E8	0.0
2.154972055E8	0.0
2.157160955E8	0.0
2.159349855E8	0.0
2.161538755E8	1.4175384896523369
2.163727655E8	0.0
2.165916555E8	0.0
2.168105455E8	0.0
2.170294355E8	0.0
2.172483255E8	0.0
2.174672155E8	0.0
2.176861055E8	0.0
2.179049955E8	0.0
2.181238855E8	0.0
2.183427755E8	0.0
2.185616655E8	0.0
2.187805555E8	0.0
2.189994455E8	0.0
2.192183355E8	0.0
2.194372255E8	0.0
2.196561155E8	0.0
2.198750055E8	0.0
2.200938955E8	0.0
2.203127855E8	0.0
2.205316755E8	0.0
2.207505655E8	0.0
2.209694555E8	0.0
2.211883455E8	0.0
2.214072355E8	0.0
2.216261255E8	0.0
2.218450155E8	0.0
2.220639055E8	0.0
2.222827955E8	0.0
2.225016855E8	0.0
2.227205755E8	0.0
2.229394655E8	0.0
2.231583555E8	0.0
2.233772455E8	0.0
2.235961355E8	0.0
2.238150255E8	0.0
2.240339155E8	0.0
2.242528055E8	0.0
2.244716955E8	0.0
2.246905855E8	0.0
2.249094755E8	0.0
2.251283655E8	0.0
2.253472555E8	0.0
2.255661455E8	0.0
2.257850355E8	0.0
2.260039255E8	0.0
2.262228155E8	0.0
2.264417055E8	0.0
2.266605955E8	0.0
2.268794855E8	0.0
2.270983755E8	0.0
2.273172655E8	0.0
2.275361555E8	0.0
2.277550455E8	0.0
2.279739355E8	0.0
2.281928255E8	0.0
2.284117155E8	0.0
2.286306055E8	0.0
2.288494955E8	0.0
2.290683855E8	0.0
2.292872755E8	0.0
2.295061655E8	0.0
2.297250555E8	0.0
2.299439455E8	0.0
2.301628355E8	0.0
2.303817255E8	0.0
2.306006155E8	0.0
2.308195055E8	0.0
2.310383955E8	0.0
2.312572855E8	0.0
2.314761755E8	0.0
2.316950655E8	0.0
2.319139555E8	0.0
2.321328455E8	0.0
2.323517355E8	0.0
2.325706255E8	0.0
2.327895155E8	0.0
2.330084055E8	0.0
2.332272955E8	0.0
2.334461855E8	0.0
2.336650755E8	0.0
2.338839655E8	0.0
2.341028555E8	0.0
2.343217455E8	0.0
2.345406355E8	0.0
2.347595255E8	0.0
2.349784155E8	0.0
2.351973055E8	0.0
2.354161955E8	0.0
2.356350855E8	0.0
2.358539755E8	0.0
2.360728655E8	0.0
2.362917555E8	0.0
2.365106455E8	0.0
2.367295355E8	0.0
2.369484255E8	0.0
2.371673155E8	0.0
2.373862055E8	0.0
2.376050955E8	0.0
2.378239855E8	0.0
2.380428755E8	0.0
2.382617655E8	0.0
2.384806555E8	0.0
2.386995455E8	0.0
2.389184355E8	0.0
2.391373255E8	0.0
2.393562155E8	0.0
2.395751055E8	0.0
2.397939955E8	0.0
2.400128855E8	0.0
2.402317755E8	0.0
2.404506655E8	0.0
2.406695555E8	0.0
2.408884455E8	0.0
2.411073355E8	0.0
2.413262255E8	0.0
2.415451155E8	0.0
2.417640055E8	0.0
2.419828955E8	0.0
2.422017855E8	0.0
2.424206755E8	0.0
2.426395655E8	0.0
2.428584555E8	0.0
2.430773455E8	0.0
2.432962355E8	0.0
2.435151255E8	0.0
2.437340155E8	0.0
2.439529055E8	0.0
2.441717955E8	0.0
2.443906855E8	0.0
2.446095755E8	0.0
2.448284655E8	0.0
2.450473555E8	0.0
2.452662455E8	0.0
2.454851355E8	0.0
2.457040255E8	0.0
2.459229155E8	0.0
2.461418055E8	0.0
2.463606955E8	0.0
2.465795855E8	0.0
2.467984755E8	0.0
2.470173655E8	0.0
2.472362555E8	0.0
2.474551455E8	0.0
2.476740355E8	0.0
2.478929255E8	0.0
2.481118155E8	0.0
2.483307055E8	0.0
2.485495955E8	0.0
2.487684855E8	0.0
2.489873755E8	0.0
2.492062655E8	0.0
2.494251555E8	0.0
2.496440455E8	0.0
2.498629355E8	0.0
2.500818255E8	0.0
2.503007155E8	0.0
2.505196055E8	0.0
2.507384955E8	0.0
2.509573855E8	0.0
2.511762755E8	0.0
2.513951655E8	0.0
2.516140555E8	0.0
2.518329455E8	0.0
2.520518355E8	0.0
2.522707255E8	0.0
2.524896155E8	0.0
2.527085055E8	0.0
2.529273955E8	0.0
2.531462855E8	0.0
2.533651755E8	0.0
2.535840655E8	0.0
2.538029555E8	0.0
2.540218455E8	0.0
2.542407355E8	0.0
2.544596255E8	0.0
2.546785155E8	0.0
2.548974055E8	0.0
